category,name,estimate,true,squared_error
scalar,beta,-0.23390068546683948,-0.3,0.004369119381753684
scalar,xi,0.887004131874978,0.8,0.007569718963318547
scalar,eta,0.2973011182450166,0.3,7.2839627273822525e-06
metric,final_loss,0.5452813367768026,,
metric,field_rmse,1.6741483711888512,,
metric,interaction_fro_error,0.8227691978953444,,
metric,penalized_objective,0.5466793933845474,,
metric,mple_loss_without_penalty,0.5452813367768026,,
metric,lambda_uv_ridge,0.0005,,
metric,u_frobenius_norm,941.6748637652022,,
metric,v_frobenius_norm,2.2360679774997902,,
metric,effective_rank,5.0,,
latent_diagnostic,estimated_field_max_abs_entry,46.8411188563872,,
latent_diagnostic,estimated_field_rank,5.0,5.0,
latent_diagnostic,true_field_max_abs_entry,1.4424881861768222,,
latent_diagnostic,true_field_rank,5.0,,
