category,name,estimate,true,squared_error
scalar,beta,-0.31136959747164683,-0.3,0.00012926774666727827
scalar,xi,0.7855466575498026,0.8,0.00020889910798268022
scalar,eta,0.2859161694619459,0.3,0.00019835428262462426
metric,final_loss,0.49634258806619236,,
metric,field_rmse,0.24255894517233165,,
metric,interaction_fro_error,0.15991388587015223,,
metric,penalized_objective,0.49635460729566616,,
metric,mple_loss_without_penalty,0.49634258806619236,,
metric,lambda_uv_ridge,5e-05,,
metric,u_frobenius_norm,259.042203583043,,
metric,v_frobenius_norm,0.9877673310828188,,
metric,effective_rank,1.0,,
latent_diagnostic,estimated_field_max_abs_entry,1.9803731360691683,,
latent_diagnostic,estimated_field_rank,1.0,1.0,
latent_diagnostic,true_field_max_abs_entry,0.6042780643202637,,
latent_diagnostic,true_field_rank,1.0,,
