experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_abs_error,xi_abs_error,eta_abs_error,estimated_field_max_abs_entry,estimated_field_rank,estimated_field_frobenius_norm,estimated_field_nuclear_norm,estimated_singular_value_count,estimated_u_frobenius_norm,estimated_v_frobenius_norm,estimated_sv_1,estimated_sv_2,estimated_sv_3,estimated_sv_4,estimated_sv_5,true_field_max_abs_entry,true_field_rank,true_field_frobenius_norm,true_field_nuclear_norm,true_singular_value_count,true_u_frobenius_norm,true_v_frobenius_norm,true_sv_1,true_sv_2,true_sv_3,true_sv_4,true_sv_5
r3_hybrid_us_county_intervention_generated_graph_confounding,r3_hybrid_us_county_intervention_generated_graph_confounding,alternating_rank_3_uv_5_e3_beta_mask,alternating_rank_3_uv_5_e3_beta_mask,alternating_latent_rank,confounded_low_rank,3,0.0,0.0,0.005,{},total_recovery_rmse,1,True,0.37223926650132144,0.5800599440959293,0.29727722053737293,0.07633757962146215,CONVERGED: alternating objective tolerance reached,0.038570972628273525,0.012202628929068093,0.02418844440660689,4.242272163190177,3,297.3110054986015,503.66504829685533,3,1.7320508075688772,1.7320508075688772,200.189885447017,185.42182493677805,118.05333791305739,,,2.1697492115642,3,300.69918523334803,520.1632157240547,3,1.7320508075688772,1.7320508075688772,185.77257704429627,167.1953193398679,167.1953193398673,,
r3_hybrid_us_county_intervention_generated_graph_confounding,r3_hybrid_us_county_intervention_generated_graph_confounding,alternating_rank_3_uv_1_e2_beta_mask,alternating_rank_3_uv_1_e2_beta_mask,alternating_latent_rank,confounded_low_rank,3,0.0,0.0,0.01,{},total_recovery_rmse,2,False,0.42782410351370376,0.5803856888623141,0.2982251412007656,0.037710273984212964,CONVERGED: alternating objective tolerance reached,0.10117390674434373,0.006028020308276427,0.022397035260318,3.585080638479192,3,268.815921191111,453.2479720957802,3,1.7320508075688772,1.7320508075688772,185.12316525633292,166.0464396718695,102.07836716757538,,,2.1697492115642,3,300.69918523334803,520.1632157240547,3,1.7320508075688772,1.7320508075688772,185.77257704429627,167.1953193398679,167.1953193398673,,
r3_hybrid_us_county_intervention_generated_graph_confounding,r3_hybrid_us_county_intervention_generated_graph_confounding,alternating_rank_3_uv_2_e2_beta_mask,alternating_rank_3_uv_2_e2_beta_mask,alternating_latent_rank,confounded_low_rank,3,0.0,0.0,0.02,{},total_recovery_rmse,3,False,0.6003684233352455,0.5811974377541206,0.3259391619196407,0.32828741600783184,CONVERGED: alternating objective tolerance reached,0.20368477140293165,0.05247703083449551,0.01826745917817768,2.913782709005532,3,228.87659689836653,381.2708310448799,3,1.7320508075688772,1.7320508075688772,164.7681813735692,138.24502715193435,78.2576225193743,,,2.1697492115642,3,300.69918523334803,520.1632157240547,3,1.7320508075688772,1.7320508075688772,185.77257704429627,167.1953193398679,167.1953193398673,,
r3_hybrid_us_county_intervention_generated_graph_confounding,r3_hybrid_us_county_intervention_generated_graph_confounding,alternating_rank_3_uv_1_e1,alternating_rank_3_uv_1_e1,alternating_latent_rank,confounded_low_rank,3,0.0,0.0,0.1,{},total_recovery_rmse,4,False,0.7545068785280797,0.58398323992376,0.39934245094797405,0.017648022185645092,CONVERGED: alternating objective tolerance reached,0.3501857977074345,0.002821051795606655,0.0021575780770645148,1.5926653189185795,3,153.08764608743334,252.14446252704846,3,1.7320508075688772,1.7320508075688772,118.30246300548794,82.46954010162705,51.37245941993208,,,2.1697492115642,3,300.69918523334803,520.1632157240547,3,1.7320508075688772,1.7320508075688772,185.77257704429627,167.1953193398679,167.1953193398673,,
r3_hybrid_us_county_intervention_generated_graph_confounding,r3_hybrid_us_county_intervention_generated_graph_confounding,alternating_rank_3_uv_5_e2,alternating_rank_3_uv_5_e2,alternating_latent_rank,confounded_low_rank,3,0.0,0.0,0.05,{},total_recovery_rmse,5,False,0.7801949281166112,0.5818883970955081,0.40117556156015877,0.2002651863042565,CONVERGED: alternating objective tolerance reached,0.34171072071827463,0.0320125653446115,0.005296080493566224,4.8678408043795125,3,183.66422726830933,309.1156835387891,3,1.7320508075688772,1.7320508075688772,135.46262561280275,99.17021513504261,74.48284279094224,,,2.1697492115642,3,300.69918523334803,520.1632157240547,3,1.7320508075688772,1.7320508075688772,185.77257704429627,167.1953193398679,167.1953193398673,,
r3_hybrid_us_county_intervention_generated_graph_confounding,r3_hybrid_us_county_intervention_generated_graph_confounding,alternating_rank_3_uv_4_e2,alternating_rank_3_uv_4_e2,alternating_latent_rank,confounded_low_rank,3,0.0,0.0,0.04,{},total_recovery_rmse,6,False,0.7999338714479117,0.5815240780036294,0.4031618209663947,0.34570362216773765,CONVERGED: alternating objective tolerance reached,0.33588827894807516,0.05526102663545418,0.0056227448979877526,5.1150417328633795,3,192.63145933989534,326.49141736307973,3,1.7320508075688772,1.7320508075688772,139.21704478101762,103.37495443510569,83.89941814695496,,,2.1697492115642,3,300.69918523334803,520.1632157240547,3,1.7320508075688772,1.7320508075688772,185.77257704429627,167.1953193398679,167.1953193398673,,
r3_hybrid_us_county_intervention_generated_graph_confounding,r3_hybrid_us_county_intervention_generated_graph_confounding,alternating_rank_3_uv_3_e2,alternating_rank_3_uv_3_e2,alternating_latent_rank,confounded_low_rank,3,0.0,0.0,0.03,{},total_recovery_rmse,7,False,0.8172402170446178,0.581005945535179,0.40946051105972914,0.4289840538247634,CONVERGED: alternating objective tolerance reached,0.33239247137646494,0.06857347654023993,0.0068137580681837395,6.378827509497201,3,205.37351708851654,350.42085507409115,3,1.7320508075688772,1.7320508075688772,144.748396294659,108.98452757877736,96.6879312006534,,,2.1697492115642,3,300.69918523334803,520.1632157240547,3,1.7320508075688772,1.7320508075688772,185.77257704429627,167.1953193398679,167.1953193398673,,
r3_hybrid_us_county_intervention_generated_graph_confounding,r3_hybrid_us_county_intervention_generated_graph_confounding,alternating_rank_3_uv_2_e2,alternating_rank_3_uv_2_e2,alternating_latent_rank,confounded_low_rank,3,0.0,0.0,0.02,{},total_recovery_rmse,8,False,0.84496893491295,0.5804212799740995,0.42359382530301504,0.5323284073126467,CONVERGED: alternating objective tolerance reached,0.32816694652141615,0.08509316191381833,0.008115001174700431,8.411125544679223,3,224.55143384547875,385.55325145323036,3,1.7320508075688772,1.7320508075688772,152.09737876766908,121.13880747989653,112.31706520566316,,,2.1697492115642,3,300.69918523334803,520.1632157240547,3,1.7320508075688772,1.7320508075688772,185.77257704429627,167.1953193398679,167.1953193398673,,
r3_hybrid_us_county_intervention_generated_graph_confounding,r3_hybrid_us_county_intervention_generated_graph_confounding,alternating_rank_3_uv_1_e1_beta_mask,alternating_rank_3_uv_1_e1_beta_mask,alternating_latent_rank,confounded_low_rank,3,0.0,0.0,0.1,{},total_recovery_rmse,9,False,0.8719551974619691,0.5842245558890351,0.39586677535834724,0.8459625961208127,CONVERGED: alternating objective tolerance reached,0.3361040090449814,0.13522786155288558,0.004756551505754936,1.5645724353662993,3,154.81063516456427,254.99045523946253,3,1.7320508075688772,1.7320508075688772,119.00027008380344,84.70741214608006,51.28277300957776,,,2.1697492115642,3,300.69918523334803,520.1632157240547,3,1.7320508075688772,1.7320508075688772,185.77257704429627,167.1953193398679,167.1953193398673,,
r3_hybrid_us_county_intervention_generated_graph_confounding,r3_hybrid_us_county_intervention_generated_graph_confounding,alternating_rank_3_uv_5_e1_beta_mask,alternating_rank_3_uv_5_e1_beta_mask,alternating_latent_rank,confounded_low_rank,3,0.0,0.0,0.5,{},total_recovery_rmse,10,False,0.8747987989853119,0.5944904499235265,0.43455601659612375,0.16026226580929676,CONVERGED: alternating objective tolerance reached,0.393862349463847,0.025618063484589615,0.020762369440751438,0.7377213384795118,3,81.89579454633385,126.21047752470685,3,1.7320508075688772,1.7320508075688772,71.56127855942013,34.13037282381102,20.518826141475067,,,2.1697492115642,3,300.69918523334803,520.1632157240547,3,1.7320508075688772,1.7320508075688772,185.77257704429627,167.1953193398679,167.1953193398673,,
