category,name,estimate,true,squared_error
scalar,beta,0.08610771160783469,-0.3,0.14907916496303886
scalar,xi,0.6358739602982092,0.8,0.026937356908193825
scalar,eta,0.3185966856557089,0.3,0.0003458367173772504
metric,final_loss,0.5940172478299572,,
metric,field_rmse,0.43479510844513297,,
metric,interaction_fro_error,1.0267447036634139,,
metric,penalized_objective,0.6013682955712537,,
metric,mple_loss_without_penalty,0.5940172478299572,,
metric,lambda_uv_ridge,0.5,,
metric,u_frobenius_norm,72.90030105660865,,
metric,v_frobenius_norm,1.732050807568877,,
metric,effective_rank,3.0,,
latent_diagnostic,estimated_field_max_abs_entry,0.7237082893633966,,
latent_diagnostic,estimated_field_rank,3.0,3.0,
latent_diagnostic,true_field_max_abs_entry,2.1697492115642,,
latent_diagnostic,true_field_rank,3.0,,
