experiment_name,source_type,variant_name,intervention_source,intervention_name
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_5,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_10,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_confounding,fit,nuclear_lambda_8e_2,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_confounding,fit,zero_external_field_xi_zero,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_2_xi_zero,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_5_xi_zero,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_10_xi_zero,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_confounding,fit,nuclear_lambda_8e_2_xi_zero,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,truth,,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,fit,zero_external_field,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,fit,alternating_rank_2,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,fit,alternating_rank_5,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,fit,alternating_rank_10,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,fit,nuclear_lambda_8e_2,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,fit,zero_external_field_xi_zero,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,fit,alternating_rank_2_xi_zero,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,fit,alternating_rank_5_xi_zero,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,fit,alternating_rank_10_xi_zero,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_rank_20,fit,nuclear_lambda_8e_2_xi_zero,saved_intervention,observed_experiment
hybrid_us_county_intervention_uscounty_graph_confounding,truth,,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,zero_external_field,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_2,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_5,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_10,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,nuclear_lambda_8e_2,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,zero_external_field_xi_zero,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_2_xi_zero,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_5_xi_zero,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_10_xi_zero,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,nuclear_lambda_8e_2_xi_zero,saved_intervention,all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,truth,,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,fit,zero_external_field,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_2,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_5,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_10,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,fit,nuclear_lambda_8e_2,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,fit,zero_external_field_xi_zero,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_2_xi_zero,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_5_xi_zero,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_10_xi_zero,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,fit,nuclear_lambda_8e_2_xi_zero,saved_intervention,all_zeros
hybrid_us_county_intervention_uscounty_graph_confounding,truth,,saved_intervention,single_unit_0_all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,zero_external_field,saved_intervention,single_unit_0_all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_2,saved_intervention,single_unit_0_all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_5,saved_intervention,single_unit_0_all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_10,saved_intervention,single_unit_0_all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,nuclear_lambda_8e_2,saved_intervention,single_unit_0_all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,zero_external_field_xi_zero,saved_intervention,single_unit_0_all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_2_xi_zero,saved_intervention,single_unit_0_all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_5_xi_zero,saved_intervention,single_unit_0_all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,alternating_rank_10_xi_zero,saved_intervention,single_unit_0_all_ones
hybrid_us_county_intervention_uscounty_graph_confounding,fit,nuclear_lambda_8e_2_xi_zero,saved_intervention,single_unit_0_all_ones
