category,name,estimate,true,squared_error
scalar,beta,-0.09785945281019272,-0.3,0.04086080081819471
scalar,xi,0.9021618757417011,0.8,0.010437048855062777
scalar,eta,0.30746364504104384,0.3,5.570599729869851e-05
metric,final_loss,0.5128242896131296,,
metric,field_rmse,2.6421765620800715,,
metric,interaction_fro_error,0.9661109506875873,,
metric,penalized_objective,0.5161284180699538,,
metric,mple_loss_without_penalty,0.5128242896131296,,
metric,lambda_uv_ridge,0.0005,,
metric,u_frobenius_norm,1513.4331596868171,,
metric,v_frobenius_norm,2.82842712474619,,
metric,effective_rank,8.0,,
latent_diagnostic,estimated_field_max_abs_entry,59.14080375705782,,
latent_diagnostic,estimated_field_rank,8.0,8.0,
latent_diagnostic,true_field_max_abs_entry,3.00588959115821,,
latent_diagnostic,true_field_rank,5.0,,
