category,name,estimate,true,squared_error
scalar,beta,-0.1722744336998373,-0.3,0.016313820286697252
scalar,xi,0.2506788613336946,0.8,0.30175371338564644
scalar,eta,0.21458744380138894,0.3,0.00729530475638089
metric,final_loss,0.3787428726709548,,
metric,field_rmse,1.0946334907149295,,
metric,interaction_fro_error,1.4519540285423647,,
metric,penalized_objective,0.462511703734502,,
metric,mple_loss_without_penalty,0.3787428726709548,,
metric,lambda_uv_ridge,0.05,,
metric,u_frobenius_norm,70.48292300487326,,
metric,v_frobenius_norm,1.7320508075688776,,
metric,effective_rank,3.0,,
latent_diagnostic,estimated_field_max_abs_entry,1.8565366543360025,,
latent_diagnostic,estimated_field_rank,3.0,3.0,
latent_diagnostic,true_field_max_abs_entry,7.412669721788811,,
latent_diagnostic,true_field_rank,3.0,,
