unit_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,-0.195,0.14203872711341792,-0.386,-0.24,0.026000000000000016,8
1,-0.235,0.15929532322073992,-0.393,-0.28,0.059000000000000025,8
2,-0.2,0.15874507866387547,-0.4,-0.2,0.0,8
3,-0.28,0.10770329614269009,-0.4,-0.30000000000000004,-0.09399999999999999,8
4,-0.145,0.08930285549745877,-0.292,-0.16,-0.006999999999999993,8
5,-0.15,0.26514147167125707,-0.492,-0.18,0.3370000000000001,8
6,-0.27,0.12767145334803703,-0.44,-0.26,-0.06799999999999998,8
7,-0.35500000000000004,0.18701604209265046,-0.619,-0.33999999999999997,-0.06099999999999998,8
8,-0.29500000000000004,0.1495827530165159,-0.539,-0.30000000000000004,-0.09399999999999999,8
9,-0.18,0.15874507866387544,-0.445,-0.18,0.03300000000000001,8
10,-0.29000000000000004,0.10535653752852739,-0.433,-0.3,-0.16,8
11,-0.16999999999999998,0.12288205727444508,-0.313,-0.2,0.026000000000000016,8
12,-0.2,0.16248076809271922,-0.45899999999999996,-0.2,0.026000000000000016,8
13,-0.22,0.18867962264113208,-0.572,-0.14,-0.013999999999999986,8
14,-0.185,0.13991068579633223,-0.445,-0.16,-0.04,8
15,-0.23500000000000001,0.21765798859678917,-0.676,-0.22,-0.04,8
16,-0.055,0.2537222891273055,-0.346,-0.16,0.32,8
17,-0.25,0.14106735979665885,-0.44,-0.24,-0.08,8
18,-0.23500000000000001,0.15288884851420656,-0.492,-0.22,-0.04,8
19,-0.19499999999999998,0.22399776784602118,-0.473,-0.22,0.2240000000000001,8
20,-0.2,0.17435595774162693,-0.426,-0.2,0.11100000000000004,8
21,-0.305,0.13407087677791923,-0.473,-0.32,-0.06799999999999998,8
22,-0.19,0.1396424004376894,-0.426,-0.18,-0.006999999999999993,8
23,-0.14500000000000002,0.20389948504103683,-0.36,-0.2,0.23100000000000007,8
24,-0.24000000000000002,0.14696938456699069,-0.4,-0.26,0.012000000000000028,8
25,-0.21999999999999997,0.09591663046625439,-0.353,-0.22,-0.06099999999999998,8
26,-0.17,0.17175564037317667,-0.419,-0.18,0.08,8
27,-0.21500000000000002,0.13105342422081157,-0.393,-0.2,-0.04699999999999999,8
28,-0.235,0.1826882590644511,-0.506,-0.24000000000000002,0.059000000000000025,8
29,-0.29500000000000004,0.1370218960604472,-0.499,-0.32,-0.087,8
30,-0.305,0.06614378277661476,-0.36,-0.32,-0.174,8
31,-0.095,0.1928081948465884,-0.353,-0.06,0.16,8
32,-0.3,0.16733200530681513,-0.553,-0.24,-0.06099999999999998,8
33,-0.25,0.18947295321496416,-0.532,-0.24,0.05200000000000003,8
34,-0.20500000000000002,0.12399596767637244,-0.419,-0.16,-0.04699999999999999,8
35,-0.375,0.13847382424126228,-0.586,-0.36,-0.167,8
36,-0.25,0.16703293088490065,-0.539,-0.2,-0.04699999999999999,8
37,-0.275,0.10087120500916007,-0.45899999999999996,-0.26,-0.13399999999999998,8
38,-0.18,0.2181742422927143,-0.492,-0.22,0.113,8
39,-0.27,0.14387494569938158,-0.46599999999999997,-0.30000000000000004,-0.04699999999999999,8
40,-0.21000000000000002,0.12288205727444507,-0.36,-0.2,-0.020999999999999977,8
41,-0.19,0.12124355652982141,-0.41200000000000003,-0.16,-0.04699999999999999,8
42,-0.185,0.11124297730643494,-0.353,-0.18,-0.04,8
43,-0.21000000000000002,0.13820274961085252,-0.44,-0.16,-0.08,8
44,-0.24,0.24979991993593592,-0.657,-0.28,0.10600000000000001,8
45,-0.19,0.18947295321496416,-0.45899999999999996,-0.2,0.10600000000000001,8
46,-0.24000000000000002,0.08246211251235322,-0.353,-0.26,-0.12,8
47,-0.14,0.13114877048604,-0.346,-0.14,0.0,8
48,-0.07500000000000001,0.179373911146521,-0.306,-0.12,0.25200000000000006,8
49,-0.225,0.19792675412889488,-0.473,-0.22000000000000003,0.09200000000000003,8
50,-0.20500000000000002,0.06763874629234343,-0.313,-0.2,-0.12,8
51,-0.21500000000000002,0.15740076238697193,-0.45899999999999996,-0.2,0.019000000000000024,8
52,-0.24,0.18220867158288598,-0.52,-0.18,-0.04,8
53,-0.265,0.08231038816577164,-0.36,-0.24,-0.13399999999999998,8
54,-0.24499999999999997,0.21301408404140793,-0.513,-0.28,0.12500000000000003,8
55,-0.2,0.161245154965971,-0.53,-0.18,-0.04699999999999999,8
56,-0.18,0.10770329614269007,-0.346,-0.18,-0.013999999999999986,8
57,-0.19,0.25514701644346144,-0.586,-0.12,0.10600000000000001,8
58,-0.265,0.13555441711725957,-0.473,-0.26,-0.087,8
59,-0.325,0.10851267207105353,-0.473,-0.32,-0.14099999999999996,8
60,-0.17500000000000002,0.17313289693180786,-0.464,-0.2,0.11100000000000004,8
61,-0.185,0.16844880527923017,-0.379,-0.24000000000000002,0.13200000000000003,8
62,-0.06,0.13114877048604,-0.2,-0.08,0.17900000000000002,8
63,-0.225,0.21719806628973473,-0.532,-0.24000000000000002,0.15100000000000005,8
64,-0.285,0.13181426326464066,-0.5579999999999999,-0.24,-0.167,8
65,-0.21,0.20760539492026697,-0.492,-0.26,0.13200000000000003,8
66,-0.165,0.14343988287781054,-0.393,-0.12,-0.006999999999999993,8
67,-0.325,0.11213830746002902,-0.473,-0.33999999999999997,-0.16,8
68,-0.14,0.161245154965971,-0.306,-0.2,0.17200000000000004,8
69,-0.24,0.12649110640673517,-0.433,-0.24,-0.053999999999999986,8
70,-0.12000000000000001,0.17549928774784243,-0.306,-0.16,0.23100000000000007,8
71,-0.27,0.15588457268119896,-0.539,-0.26,-0.053999999999999986,8
72,-0.14500000000000002,0.14413535305399575,-0.379,-0.14,0.059000000000000025,8
73,-0.30500000000000005,0.11821590417536891,-0.499,-0.28,-0.167,8
74,-0.29000000000000004,0.16217274740226856,-0.553,-0.22,-0.09399999999999999,8
75,-0.13,0.12767145334803706,-0.313,-0.14,0.04,8
76,-0.19,0.10344080432788601,-0.353,-0.2,-0.04699999999999999,8
77,-0.2,0.12000000000000001,-0.426,-0.16,-0.087,8
78,-0.25,0.07416198487095664,-0.32,-0.28,-0.127,8
79,-0.12,0.19697715603592209,-0.419,-0.16,0.12,8
80,-0.155,0.13181426326464069,-0.386,-0.1,-0.006999999999999993,8
81,-0.365,0.13629013170439008,-0.586,-0.32,-0.174,8
82,-0.165,0.15157506391224118,-0.386,-0.14,0.059000000000000025,8
83,-0.225,0.12479983974348685,-0.45199999999999996,-0.2,-0.08,8
84,-0.135,0.2153485546735803,-0.45899999999999996,-0.12,0.17900000000000002,8
85,-0.30000000000000004,0.17663521732655696,-0.56,-0.28,-0.053999999999999986,8
86,-0.195,0.15288884851420656,-0.45199999999999996,-0.18,0.04500000000000003,8
87,-0.15500000000000003,0.15929532322073992,-0.426,-0.1,0.026000000000000016,8
88,-0.32500000000000007,0.17825543469975888,-0.553,-0.30000000000000004,-0.027999999999999973,8
89,-0.19000000000000003,0.1717556403731767,-0.32,-0.28,0.113,8
90,-0.26,0.11832159566199232,-0.393,-0.30000000000000004,-0.03499999999999997,8
91,-0.28500000000000003,0.11736694594305502,-0.499,-0.26,-0.16,8
92,-0.34,0.17320508075688773,-0.619,-0.32,-0.06799999999999998,8
93,-0.2,0.12961481396815722,-0.464,-0.18,-0.08,8
94,-0.21,0.12288205727444507,-0.353,-0.26,-0.006999999999999993,8
95,-0.28,0.0848528137423857,-0.45199999999999996,-0.26,-0.2,8
96,-0.11499999999999999,0.12399596767637246,-0.24,-0.16,0.08,8
97,-0.26,0.12649110640673517,-0.45899999999999996,-0.26,-0.08,8
98,-0.21000000000000002,0.09110433579144299,-0.353,-0.16,-0.09399999999999999,8
99,-0.31499999999999995,0.20922475952907676,-0.612,-0.33999999999999997,-0.006999999999999993,8
100,-0.15000000000000002,0.13228756555322954,-0.353,-0.14,0.03300000000000001,8
101,-0.095,0.19072231122760652,-0.353,-0.1,0.17900000000000002,8
102,-0.24,0.15748015748023622,-0.433,-0.24,0.026000000000000016,8
103,-0.195,0.12399596767637246,-0.386,-0.18,-0.013999999999999986,8
104,-0.13,0.21610182784974308,-0.45199999999999996,-0.15999999999999998,0.18600000000000003,8
105,-0.32499999999999996,0.12399596767637244,-0.506,-0.30000000000000004,-0.14099999999999996,8
106,-0.075,0.2073041244162788,-0.398,-0.1,0.25200000000000006,8
107,-0.265,0.1938427197498013,-0.624,-0.26,-0.013999999999999986,8
108,-0.27999999999999997,0.12961481396815722,-0.492,-0.28,-0.06799999999999998,8
109,-0.21000000000000002,0.13228756555322954,-0.32,-0.26,0.026000000000000016,8
110,-0.215,0.14274102423620197,-0.353,-0.28,0.059000000000000025,8
111,-0.26,0.20688160865577201,-0.5579999999999999,-0.26,0.1230000000000001,8
112,-0.255,0.1896707673839066,-0.584,-0.28,0.026000000000000016,8
113,-0.22499999999999998,0.17881554742247666,-0.473,-0.15999999999999998,-0.013999999999999986,8
114,-0.27,0.10344080432788601,-0.393,-0.28,-0.127,8
115,-0.16499999999999998,0.10087120500916007,-0.306,-0.18,-0.006999999999999993,8
116,-0.2,0.13564659966250536,-0.353,-0.24,0.03300000000000001,8
117,-0.15,0.11958260743101398,-0.306,-0.18,0.026000000000000016,8
118,-0.23,0.1053565375285274,-0.393,-0.22,-0.087,8
119,-0.21500000000000002,0.17080690852538724,-0.433,-0.24,0.05200000000000003,8
120,-0.2,0.22,-0.46599999999999997,-0.22000000000000003,0.19800000000000004,8
121,-0.29000000000000004,0.14387494569938158,-0.44,-0.32,-0.027999999999999973,8
122,-0.20500000000000002,0.12072696467649636,-0.353,-0.24,0.019000000000000024,8
123,-0.255,0.17881554742247668,-0.45899999999999996,-0.30000000000000004,0.09700000000000007,8
124,-0.24,0.18,-0.506,-0.24000000000000002,-0.006999999999999993,8
125,-0.17,0.13527749258468683,-0.313,-0.2,0.10400000000000006,8
126,-0.23,0.17972200755611428,-0.492,-0.24,-0.006999999999999993,8
127,-0.21000000000000002,0.1571623364550171,-0.426,-0.22,0.03300000000000001,8
128,-0.135,0.16116761461286197,-0.379,-0.14,0.10600000000000001,8
129,-0.21000000000000002,0.11090536506409417,-0.346,-0.22,0.005000000000000032,8
130,-0.31,0.1466287829861518,-0.539,-0.32,-0.087,8
131,-0.22,0.22,-0.579,-0.16,0.08500000000000002,8
132,-0.185,0.15992185591719477,-0.4,-0.2,0.06600000000000002,8
133,-0.24,0.19697715603592209,-0.5579999999999999,-0.28,0.059000000000000025,8
134,-0.28500000000000003,0.12718097341976903,-0.48,-0.26,-0.10099999999999998,8
135,-0.11,0.07937253933193772,-0.23299999999999998,-0.1,-0.006999999999999993,8
136,-0.23500000000000001,0.08108637370113427,-0.405,-0.2,-0.167,8
137,-0.255,0.16725728683677732,-0.46599999999999997,-0.30000000000000004,-0.013999999999999986,8
138,-0.28,0.19798989873223333,-0.645,-0.24000000000000002,-0.08,8
139,-0.22,0.1341640786499874,-0.433,-0.2,-0.020999999999999977,8
140,-0.335,0.13991068579633223,-0.598,-0.33999999999999997,-0.167,8
