category,name,estimate,true,squared_error
scalar,beta,-0.29748571570019733,-0.3,6.321625540234154e-06
scalar,xi,0.05789169517744018,0.0,0.0033514483705176508
scalar,eta,0.36436322228558554,0.3,0.004142624382983697
metric,final_loss,0.4584673712522242,,
metric,field_rmse,1.2029396067960167,,
metric,interaction_fro_error,0.20509533611292227,,
metric,penalized_objective,0.46265034201938565,,
metric,mple_loss_without_penalty,0.4584673712522242,,
metric,lambda_uv_ridge,0.001,,
metric,u_frobenius_norm,250.69965845084025,,
metric,v_frobenius_norm,1.732050807568877,,
metric,effective_rank,3.0,,
latent_diagnostic,estimated_field_max_abs_entry,19.51932749316755,,
latent_diagnostic,estimated_field_rank,3.0,3.0,
latent_diagnostic,true_field_max_abs_entry,4.4476018330732865,,
latent_diagnostic,true_field_rank,3.0,,
