experiment_name,outcome_code,outcome_label,outcome_definition,intervention_definition,network_code,network_label,interaction_matrix_label,beta,eta,field::black_share,field::family_household_share,field::female_household_share,field::hispanic_share,field::intercept,field::male_1521_share,field::renter_share,field::total_pop,field::vacant_share,interaction::centroid_distance_kernel_16,interaction::centroid_distance_kernel_8,interaction::contiguity,interaction::knn_16,interaction::knn_8,tau::t_0,tau::t_1,tau::t_10,tau::t_11,tau::t_12,tau::t_13,tau::t_14,tau::t_2,tau::t_3,tau::t_4,tau::t_5,tau::t_6,tau::t_7,tau::t_8,tau::t_9,final_loss
any_crime_gt_0_pm1__centroid_distance_kernel_16,any_crime_gt_0_pm1,Any-crime indicator: zero total crimes vs at least one total crime,+1 means no recorded crime in the period; -1 means at least one recorded crime in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),-0.1256610208325141,0.23518972710518837,-0.20151255850658423,0.14545323194806936,-0.08302112739832206,-0.07566898996420349,-0.09369877564752595,0.010629697878016573,-0.11463204484154899,-6.123869582166768,-1.1703501145752628,0.8635963318290945,,,,,-0.0026902947656851604,-0.0832395162061079,-0.0647415337824876,-0.060467148792851574,-0.06734599682051244,-0.06681459546266759,0.029750168558530774,-0.04555457160356893,0.014718782104138592,-0.020788608316771644,-0.0302309169741882,-0.03972175559653679,-0.01981203309931577,-0.049355415389666715,-0.0851325340053258,0.6092433502247009
any_crime_gt_0_pm1__centroid_distance_kernel_8,any_crime_gt_0_pm1,Any-crime indicator: zero total crimes vs at least one total crime,+1 means no recorded crime in the period; -1 means at least one recorded crime in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),-0.15108520394706765,0.24003823379166747,-0.22961001581025098,0.1771613102694687,-0.10539729315637406,-0.10786119032604538,-0.11755897375915475,-0.031368366343140656,-0.11853532575098873,-6.232774736093543,-1.2999479267814098,,0.749212037048336,,,,0.0029188847124122118,-0.08863669221374847,-0.07297959628677972,-0.06794523722988256,-0.07459148748740259,-0.07521466812070622,0.03678579034863518,-0.049100206296532514,0.021372366792949005,-0.016934057444770955,-0.0275891885421371,-0.04006302260783236,-0.01762627518475261,-0.051641698991772546,-0.09404107971234527,0.6114984290379849
any_crime_gt_0_pm1__contiguity,any_crime_gt_0_pm1,Any-crime indicator: zero total crimes vs at least one total crime,+1 means no recorded crime in the period; -1 means at least one recorded crime in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,-0.1808564849029749,0.24243696039149154,-0.23183110276079621,0.1846704079926297,-0.09133538021474175,-0.10902015004195376,-0.12797375863077162,-0.04549607845270302,-0.11804460656025109,-6.42182011845919,-1.319438989122909,,,1.9380173112598298,,,0.003563522031078709,-0.0902247217659734,-0.07476543109107046,-0.07140171333214097,-0.07689751928808031,-0.07829787780051009,0.03480376105989774,-0.04898189107359779,0.023696621980379175,-0.016915580244898934,-0.027381502752836115,-0.039979374751802854,-0.01630335554219829,-0.050296226327761984,-0.09631966423679168,0.612185696516384
any_crime_gt_0_pm1__knn_16,any_crime_gt_0_pm1,Any-crime indicator: zero total crimes vs at least one total crime,+1 means no recorded crime in the period; -1 means at least one recorded crime in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,-0.13523519675286744,0.236385148064281,-0.19397087506179456,0.1541212027672666,-0.05588447766676669,-0.04847791170975847,-0.10588558290313757,0.00820418717889011,-0.11274106088113088,-6.324312723662855,-1.2468121235312468,,,,0.8099664806617377,,-0.005191454799031734,-0.08322011981310441,-0.0652101654399224,-0.06108474928807699,-0.0667311526531318,-0.06784515978492243,0.025253679720368842,-0.044000843631211525,0.013806681883549884,-0.022885692305969572,-0.030688868105947825,-0.040773472770225284,-0.02123506697614141,-0.04953282227717135,-0.08427357116766798,0.6099075015158596
any_crime_gt_0_pm1__knn_8,any_crime_gt_0_pm1,Any-crime indicator: zero total crimes vs at least one total crime,+1 means no recorded crime in the period; -1 means at least one recorded crime in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,-0.16154652647487805,0.24063401800424855,-0.22100847198163548,0.18136215357118457,-0.08638753658852137,-0.08224183802620788,-0.12806085304538692,-0.02967815077667982,-0.11503506222426238,-6.398817467283441,-1.3496260363683263,,,,,0.6007913223610952,0.0005987393656022262,-0.08814504229088954,-0.07355307157222127,-0.06836740231030514,-0.07389032176235225,-0.07596735701241529,0.03361031196696361,-0.04797669716673551,0.020131265463424936,-0.01902389832257346,-0.028043819495993657,-0.04118815422565526,-0.018905598037090098,-0.05155344584218354,-0.09351355630843741,0.6117530091567874
any_crime_gt_1_pm1__centroid_distance_kernel_16,any_crime_gt_1_pm1,Any-crime indicator: at most one total crime vs more than one total crime,+1 means there is at most one recorded crime in the period; -1 means there are two or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),-0.06567797764639419,0.38294957756019254,-0.2548518171962743,0.21995754247610783,-0.19129861039825674,-0.1811559394606022,0.1394246346946566,0.19807259880907754,-0.14861674393810512,-4.415988351010688,-1.2280162431571158,1.1109245662416871,,,,,0.033013233257856676,-0.08228000037587763,-0.04758877856985147,-0.039697506025121024,-0.07380029078915643,-0.08639635253759248,0.09823756588757547,-0.03072984296207378,0.04084473550062707,0.0034395616642126513,-0.03315628857189444,-0.03197069346215693,0.007872751580732916,-0.03373332506004655,-0.08235732934809106,0.44850347358075526
any_crime_gt_1_pm1__centroid_distance_kernel_8,any_crime_gt_1_pm1,Any-crime indicator: at most one total crime vs more than one total crime,+1 means there is at most one recorded crime in the period; -1 means there are two or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),-0.09229342982256496,0.3877030834715367,-0.2777591552369166,0.25318273416914294,-0.21765225694696674,-0.21257437143928634,0.15365850138988302,0.1404248808783912,-0.14039083171710667,-4.449995053617836,-1.4184481263411761,,1.0703416162075647,,,,0.03857169786433636,-0.08365421496562957,-0.05169948635311528,-0.04343971554720144,-0.07793961916931985,-0.09277113706525898,0.10689535033829733,-0.03045935047438319,0.048690972074371,0.009302107398592609,-0.03058252753741578,-0.031217820160774352,0.011679003737050228,-0.03132317488531689,-0.0861207783698627,0.44987751578679736
any_crime_gt_1_pm1__contiguity,any_crime_gt_1_pm1,Any-crime indicator: at most one total crime vs more than one total crime,+1 means there is at most one recorded crime in the period; -1 means there are two or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,-0.16337025561952034,0.4055759116706077,-0.2870034984695801,0.28388678064948003,-0.2051165013832768,-0.26318768044772356,0.15493745858622462,0.11212934102854277,-0.11762672325438915,-5.7016938175325125,-1.5967930836995563,,,2.0527941256251707,,,0.043894125837277705,-0.08567495507445567,-0.05840052297260228,-0.05045034275012492,-0.08145562528884544,-0.10137010107053716,0.1158966407723869,-0.030314356093056896,0.05666544754532549,0.01671943165957469,-0.031072903723926664,-0.030824296468971543,0.013557651494083356,-0.027607650410050408,-0.09235227937537481,0.4559739945682787
any_crime_gt_1_pm1__knn_16,any_crime_gt_1_pm1,Any-crime indicator: at most one total crime vs more than one total crime,+1 means there is at most one recorded crime in the period; -1 means there are two or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,-0.07639399540469875,0.3864858646000996,-0.23358880725181644,0.21498254863661273,-0.1933481486368302,-0.1915493627676532,0.10332857070519415,0.18978993847911613,-0.10939442374989375,-4.9878140370749025,-1.3313854086031829,,,,1.0546259421793605,,0.027416653153009403,-0.08362076943297156,-0.048943114119235756,-0.041421244325686626,-0.07386837362099445,-0.08463980008270255,0.092719508799428,-0.030990749896442408,0.036551900057381445,0.0003003046373275669,-0.03711023206370638,-0.03380004316500819,0.0020624126796919104,-0.035613868355698824,-0.08344120806470405,0.4496128920153791
any_crime_gt_1_pm1__knn_8,any_crime_gt_1_pm1,Any-crime indicator: at most one total crime vs more than one total crime,+1 means there is at most one recorded crime in the period; -1 means there are two or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,-0.09843311262736511,0.39030947283595185,-0.25387804922276813,0.24271879995196105,-0.20773528635469254,-0.20791480405857019,0.12888203338802748,0.13520572522673607,-0.10666695468338515,-4.981150874198995,-1.446512823490684,,,,,0.8578984112628713,0.033700884872285654,-0.08442300625369303,-0.05285302721276475,-0.045042556511740627,-0.07775216318315079,-0.09099742322426858,0.10239264592182973,-0.03002132653593775,0.04545937560108318,0.0067786646362032275,-0.03311736164448175,-0.03165596818127662,0.007132296523602647,-0.03197945933184041,-0.08646673659329913,0.4507890762789045
