unit_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,-0.33,0.1786057109949175,-0.586,-0.38,-0.087,8
1,-0.40499999999999997,0.16545392107774295,-0.6849999999999999,-0.42000000000000004,-0.2,8
2,-0.23500000000000001,0.07599342076785333,-0.379,-0.24,-0.16,8
3,-0.185,0.10185774393731682,-0.372,-0.16,-0.053999999999999986,8
4,-0.3,0.13999999999999999,-0.565,-0.28,-0.13399999999999998,8
5,-0.23,0.10148891565092219,-0.379,-0.24,-0.053999999999999986,8
6,-0.465,0.14274102423620197,-0.633,-0.5,-0.22099999999999997,8
7,-0.49,0.08660254037844385,-0.633,-0.48,-0.4,8
8,-0.33,0.12124355652982141,-0.52,-0.30000000000000004,-0.2,8
9,-0.38,0.06324555320336758,-0.46599999999999997,-0.4,-0.26099999999999995,8
10,-0.405,0.1462019151721345,-0.626,-0.38,-0.24,8
11,-0.315,0.11565033506220378,-0.499,-0.32,-0.13399999999999998,8
12,-0.375,0.1509138827278657,-0.553,-0.42000000000000004,-0.10099999999999998,8
13,-0.23500000000000001,0.11034038245356956,-0.426,-0.2,-0.12,8
14,-0.29000000000000004,0.11789826122551597,-0.433,-0.30000000000000004,-0.06799999999999998,8
15,-0.52,0.08485281374238571,-0.666,-0.5,-0.40700000000000003,8
16,-0.51,0.15198684153570666,-0.779,-0.5,-0.327,8
17,-0.42500000000000004,0.11478240283248996,-0.593,-0.44,-0.247,8
18,-0.43500000000000005,0.1362901317043901,-0.652,-0.44,-0.22099999999999997,8
19,-0.39,0.12124355652982143,-0.553,-0.38,-0.18799999999999997,8
20,-0.21000000000000002,0.11789826122551597,-0.313,-0.24,0.03800000000000005,8
21,-0.27,0.10908712114635714,-0.419,-0.30000000000000004,-0.087,8
22,-0.36,0.1296148139681572,-0.513,-0.38,-0.167,8
23,-0.20500000000000002,0.1759971590679804,-0.433,-0.2,0.05200000000000003,8
24,-0.31,0.13527749258468683,-0.473,-0.33999999999999997,-0.127,8
25,-0.335,0.18861336113860017,-0.645,-0.33999999999999997,-0.03499999999999997,8
26,-0.275,0.16424067705656842,-0.539,-0.24000000000000002,-0.027999999999999973,8
