category,name,estimate,true,squared_error
scalar,beta,-0.0045098194051817145,,
scalar,xi,1.5458640822971688,,
scalar,eta,0.2494479023373503,,
metric,final_loss,0.4608521104788356,,
metric,penalized_objective,0.47178656851203,,
metric,mple_loss_without_penalty,0.4608521104788356,,
metric,lambda_uv_ridge,1.0,,
metric,u_frobenius_norm,51.56014052637542,,
metric,v_frobenius_norm,2.236067977499789,,
metric,effective_rank,5.0,,
latent_diagnostic,estimated_field_max_abs_entry,0.7664797527579525,,
latent_diagnostic,estimated_field_rank,5.0,5.0,
