category,name,estimate,true,squared_error
scalar,beta,0.22782280059817742,0.2,0.000774108233125941
scalar,xi,0.04722342542768131,0.0,0.0022300519091237783
scalar,eta,0.09360794946843436,0.1,4.0858309998088696e-05
metric,final_loss,0.4598804084338694,,
metric,field_rmse,1.3537013669448743,,
metric,interaction_fro_error,0.20150813510119664,,
metric,penalized_objective,0.46530100456183443,,
metric,mple_loss_without_penalty,0.4598804084338694,,
metric,lambda_uv_ridge,0.001,,
metric,u_frobenius_norm,280.8224582645828,,
metric,v_frobenius_norm,1.7320508075688779,,
metric,effective_rank,3.0,,
latent_diagnostic,estimated_field_max_abs_entry,20.07820028766944,,
latent_diagnostic,estimated_field_rank,3.0,3.0,
latent_diagnostic,true_field_max_abs_entry,5.073226207244923,,
latent_diagnostic,true_field_rank,3.0,,
