category,name,estimate,true,squared_error
scalar,beta,-0.04842088926058004,,
scalar,xi,1.212879913294908,,
scalar,eta,0.09871748900048523,,
metric,final_loss,0.41858180128377653,,
metric,penalized_objective,0.42291488995372123,,
metric,mple_loss_without_penalty,0.41858180128377653,,
metric,lambda_uv_ridge,0.005,,
metric,u_frobenius_norm,459.44569591870953,,
metric,v_frobenius_norm,1.732050807568877,,
metric,effective_rank,3.0,,
latent_diagnostic,estimated_field_max_abs_entry,6.159979206619454,,
latent_diagnostic,estimated_field_rank,3.0,3.0,
