category,name,estimate,true,squared_error
scalar,beta,-0.15248192491829746,-0.3,0.021761582475810826
scalar,xi,0.8900332424519307,0.8,0.008105984746408132
scalar,eta,0.2916164617271567,0.3,7.028371397222794e-05
metric,final_loss,0.5520200117964505,,
metric,field_rmse,0.3353047964280738,,
metric,interaction_fro_error,0.8514144912397681,,
metric,penalized_objective,0.5687187867868521,,
metric,mple_loss_without_penalty,0.5520200117964505,,
metric,lambda_uv_ridge,0.1,,
metric,u_frobenius_norm,216.43802135616139,,
metric,v_frobenius_norm,2.236067977499789,,
metric,effective_rank,5.0,,
latent_diagnostic,estimated_field_max_abs_entry,2.1084378345460832,,
latent_diagnostic,estimated_field_rank,5.0,5.0,
latent_diagnostic,true_field_max_abs_entry,2.906201153196921,,
latent_diagnostic,true_field_rank,5.0,,
