category,name,estimate,true,squared_error
scalar,beta,-0.030592905798946822,,
scalar,xi,0.0,,
scalar,eta,-0.04695119092652192,,
metric,final_loss,0.3622624404311461,,
metric,penalized_objective,0.37302785318255294,,
metric,mple_loss_without_penalty,0.3622624404311461,,
metric,lambda_uv_ridge,0.005,,
metric,u_frobenius_norm,786.7867413483773,,
metric,v_frobenius_norm,2.8284271247461894,,
metric,effective_rank,8.0,,
latent_diagnostic,estimated_field_max_abs_entry,9.35100712639083,,
latent_diagnostic,estimated_field_rank,8.0,8.0,
