fips,county,state_name,population,land_area_sq_km,population_rank_desc,population_missing
01083,Limestone,1,98915.0,1450.297458,604,False
01085,Lowndes,1,9726.0,1854.651814,2514,False
01087,Macon,1,18068.0,1576.435594,1979,False
01089,Madison,1,372909.0,2076.137768,185,False
01091,Marengo,1,18863.0,2530.155136,1940,False
01093,Marion,1,29709.0,1922.660061,1478,False
01095,Marshall,1,96774.0,1465.531833,622,False
01097,Mobile,1,413210.0,3184.064142,168,False
01099,Monroe,1,20733.0,2656.469672,1839,False
01101,Montgomery,1,226486.0,2034.059352,300,False
01103,Morgan,1,119679.0,1501.335536,523,False
01105,Perry,1,8923.0,1863.9362,2575,False
01107,Pickens,1,19930.0,2282.835039,1889,False
01109,Pike,1,33114.0,1740.645369,1387,False
01111,Randolph,1,22722.0,1503.618358,1746,False
01113,Russell,1,57961.0,1660.652494,900,False
01117,Shelby,1,217702.0,2034.279163,309,False
01115,St. Clair,1,89512.0,1635.759714,654,False
01119,Sumter,1,12427.0,2340.898913,2322,False
01121,Talladega,1,79978.0,1908.346574,707,False
01123,Tallapoosa,1,40367.0,1855.798002,1187,False
01125,Tuscaloosa,1,209355.0,3420.980817,317,False
01127,Walker,1,63521.0,2048.757699,845,False
01129,Washington,1,16326.0,2797.712949,2082,False
01131,Wilcox,1,10373.0,2299.540559,2469,False
01133,Winston,1,23629.0,1587.65747,1703,False
02013,Aleutians East,2,3337.0,18091.672533,3019,False
02016,Aleutians West,2,5634.0,11377.885025,2855,False
02020,Anchorage,2,288000.0,4420.814009,239,False
02050,Bethel,2,18386.0,105223.804364,1963,False
02068,Denali,2,2097.0,32740.165582,3114,False
02070,Dillingham,2,4916.0,47484.825241,2909,False
02090,Fairbanks North Star,2,96849.0,18997.100791,621,False
02100,Haines,2,2530.0,6069.358955,3073,False
02110,Juneau,2,31974.0,7003.406836,1411,False
02122,Kenai Peninsula,2,58708.0,41484.93319,889,False
02130,Ketchikan Gateway,2,13901.0,12579.38979,2233,False
02150,Kodiak Island,2,12998.0,17325.45207,2293,False
02158,Kusilvak,2,8314.0,44229.38864,2628,False
02170,Matanuska-Susitna,2,108317.0,63990.793404,561,False
02180,Nome,2,10004.0,59490.63431,2495,False
02185,North Slope,2,9832.0,230052.12756,2506,False
02188,Northwest Arctic,2,7621.0,92367.472817,2693,False
02195,Petersburg,2,3266.0,7512.663865,3022,False
02198,Prince of Wales-Hyder,2,6203.0,13643.34424,2804,False
02220,Sitka,2,8493.0,7433.415763,2611,False
02230,Skagway,2,1183.0,1123.881121,3173,False
02240,Southeast Fairbanks,2,6893.0,64312.145207,2750,False
02275,Wrangell,2,2502.0,6619.997018,3077,False
02290,Yukon-Koyukuk,2,5230.0,377038.947604,2887,False
04001,Apache,4,71887.0,29003.491828,759,False
04003,Cochise,4,125922.0,16083.178109,507,False
04005,Coconino,4,143476.0,48216.1355,455,False
04007,Gila,4,54018.0,12322.070149,950,False
04009,Graham,4,38837.0,11970.605955,1225,False
04011,Greenlee,4,9498.0,4771.128169,2533,False
04012,La Paz,4,21108.0,11646.0867,1822,False
04013,Maricopa,4,4485414.0,23833.061798,4,False
04015,Mohave,4,212181.0,34530.024782,313,False
04017,Navajo,4,110924.0,25769.070671,549,False
04019,Pima,4,1047279.0,23798.57889,40,False
04021,Pinal,4,462789.0,13899.612888,149,False
04023,Santa Cruz,4,46498.0,3201.853239,1054,False
04025,Yavapai,4,235099.0,21038.299574,282,False
04027,Yuma,4,213787.0,14280.774791,311,False
05001,Arkansas,5,17486.0,2569.632263,2009,False
05003,Ashley,5,19657.0,2397.012349,1899,False
05005,Baxter,5,41932.0,1434.660641,1155,False
05007,Benton,5,279141.0,2195.587038,244,False
05009,Boone,5,37432.0,1527.375338,1260,False
05011,Bradley,5,10763.0,1681.335016,2439,False
05013,Calhoun,5,5189.0,1628.067881,2892,False
05015,Carroll,5,28380.0,1631.531435,1521,False
05017,Chicot,5,10118.0,1649.764677,2486,False
05019,Clark,5,22320.0,2242.855171,1762,False
05021,Clay,5,14551.0,1655.58194,2187,False
05023,Cleburne,5,24919.0,1434.747664,1653,False
05025,Cleveland,5,7956.0,1548.589574,2670,False
05027,Columbia,5,23457.0,1984.098878,1711,False
05029,Conway,5,20846.0,1429.458475,1835,False
05031,Craighead,5,110332.0,1831.537035,552,False
05033,Crawford,5,63257.0,1541.738667,847,False
05035,Crittenden,5,47955.0,1587.312625,1030,False
05037,Cross,5,16419.0,1596.255187,2074,False
05039,Dallas,5,7009.0,1728.358299,2736,False
05041,Desha,5,11361.0,1919.735554,2398,False
05043,Drew,5,18219.0,2146.225294,1975,False
05045,Faulkner,5,126007.0,1676.360344,506,False
05047,Franklin,5,17715.0,1577.206796,1995,False
05049,Fulton,5,12477.0,1600.705524,2321,False
05051,Garland,5,99386.0,1754.999327,602,False
05053,Grant,5,18265.0,1636.573602,1972,False
05055,Greene,5,45325.0,1495.304293,1083,False
05057,Hempstead,5,21532.0,1883.438547,1801,False
05059,Hot Spring,5,33771.0,1592.697317,1362,False
05061,Howard,5,13202.0,1521.168581,2281,False
05063,Independence,5,37825.0,1978.00374,1249,False
05065,Izard,5,13629.0,1502.652313,2258,False
05067,Jackson,5,16719.0,1641.044497,2054,False
05069,Jefferson,5,66824.0,2259.419628,806,False
05071,Johnson,5,26578.0,1711.970414,1584,False
05073,Lafayette,5,6624.0,1371.327392,2770,False
05075,Lawrence,5,16406.0,1521.690357,2075,False
05077,Lee,5,8857.0,1553.493435,2580,False
05079,Lincoln,5,13024.0,1448.998822,2292,False
05081,Little River,5,12259.0,1375.943077,2338,False
05083,Logan,5,21466.0,1836.602034,1806,False
05085,Lonoke,5,73309.0,1998.042333,751,False
05087,Madison,5,16576.0,2160.639839,2067,False
05089,Marion,5,16694.0,1545.325346,2059,False
05091,Miller,5,43257.0,1616.257229,1126,False
05093,Mississippi,5,40651.0,2336.409933,1174,False
05095,Monroe,5,6701.0,1573.336901,2767,False
05097,Montgomery,5,8986.0,2021.363825,2570,False
05099,Nevada,5,8252.0,1600.067809,2634,False
05101,Newton,5,7753.0,2126.566287,2686,False
05103,Ouachita,5,23382.0,1897.738454,1716,False
05105,Perry,5,10455.0,1428.060523,2462,False
05107,Phillips,5,17782.0,1788.02416,1992,False
05109,Pike,5,10718.0,1554.861342,2444,False
05111,Poinsett,5,23528.0,1963.97546,1706,False
05113,Polk,5,19964.0,2219.200782,1885,False
05115,Pope,5,64072.0,2100.810775,840,False
05117,Prairie,5,8062.0,1677.069877,2659,False
05119,Pulaski,5,391911.0,1964.009183,175,False
05121,Randolph,5,17958.0,1688.445989,1984,False
05125,Saline,5,122437.0,1873.940137,515,False
05127,Scott,5,10281.0,2312.47068,2473,False
05129,Searcy,5,7881.0,1724.501452,2675,False
05131,Sebastian,5,127827.0,1375.75463,501,False
05133,Sevier,5,17007.0,1459.650889,2039,False
05135,Sharp,5,17442.0,1565.969853,2012,False
05123,St. Francis,5,24994.0,1644.082981,1650,False
05137,Stone,5,12506.0,1570.673294,2319,False
05139,Union,5,38682.0,2691.171273,1227,False
05141,Van Buren,5,16545.0,1837.758471,2069,False
05143,Washington,5,239187.0,2438.398251,279,False
05145,White,5,78753.0,2678.25142,717,False
05147,Woodruff,5,6320.0,1517.642898,2794,False
05149,Yell,5,21341.0,2409.234392,1813,False
06001,Alameda,6,1671329.0,1910.017353,18,False
06003,Alpine,6,1129.0,1912.292607,3176,False
06005,Amador,6,39752.0,1539.965777,1205,False
06007,Butte,6,219186.0,4238.488701,307,False
06009,Calaveras,6,45905.0,2641.837359,1067,False
06011,Colusa,6,21547.0,2980.332727,1800,False
06013,Contra Costa,6,1153526.0,1856.838508,34,False
06015,Del Norte,6,27812.0,2606.118035,1537,False
06017,El Dorado,6,192843.0,4423.312022,343,False
06019,Fresno,6,999101.0,15432.139297,42,False
06021,Glenn,6,28393.0,3403.160301,1520,False
06023,Humboldt,6,135558.0,9241.565229,475,False
06025,Imperial,6,181215.0,10814.595262,359,False
06027,Inyo,6,18039.0,26410.783053,1980,False
06029,Kern,6,900202.0,21068.632654,58,False
06031,Kings,6,152940.0,3602.601923,433,False
06033,Lake,6,64386.0,3254.4527,836,False
06035,Lassen,6,30573.0,11762.091407,1450,False
06037,Los Angeles,6,10039107.0,10513.50862,1,False
06039,Madera,6,157327.0,5534.591552,423,False
06041,Marin,6,258826.0,1347.889807,265,False
06043,Mariposa,6,17203.0,3752.476985,2028,False
06045,Mendocino,6,86749.0,9082.632466,668,False
06047,Merced,6,277680.0,5019.407131,246,False
06049,Modoc,6,8841.0,10225.877726,2582,False
06051,Mono,6,14444.0,7896.624729,2194,False
06053,Monterey,6,434061.0,8499.623032,157,False
06055,Napa,6,137744.0,1938.032964,467,False
06057,Nevada,6,99755.0,2480.587301,600,False
06059,Orange,6,3175692.0,2053.476505,6,False
06061,Placer,6,398329.0,3644.336875,174,False
06063,Plumas,6,18807.0,6612.400772,1942,False
06065,Riverside,6,2470546.0,18671.924669,9,False
06067,Sacramento,6,1552058.0,2500.045887,21,False
06069,San Benito,6,62808.0,3596.591085,851,False
06071,San Bernardino,6,2180085.0,51976.125699,12,False
06073,San Diego,6,3338330.0,10904.515125,5,False
06075,San Francisco,6,881549.0,121.507089,61,False
06077,San Joaquin,6,762148.0,3606.222503,82,False
06079,San Luis Obispo,6,283111.0,8549.176813,241,False
06081,San Mateo,6,766573.0,1161.922042,81,False
06083,Santa Barbara,6,446499.0,7080.860229,154,False
06085,Santa Clara,6,1927852.0,3343.89272,16,False
06087,Santa Cruz,6,273213.0,1152.823584,248,False
06089,Shasta,6,180080.0,9778.670503,364,False
06091,Sierra,6,3005.0,2468.694582,3036,False
06093,Siskiyou,6,43539.0,16261.933231,1117,False
06095,Solano,6,447643.0,2128.527683,153,False
06097,Sonoma,6,494336.0,4080.864785,137,False
06099,Stanislaus,6,550660.0,3874.667297,121,False
06101,Sutter,6,96971.0,1560.975503,620,False
06103,Tehama,6,65084.0,7638.22934,824,False
06105,Trinity,6,12285.0,8234.26508,2335,False
06107,Tulare,6,466195.0,12493.840854,148,False
06109,Tuolumne,6,54478.0,5752.133238,943,False
06111,Ventura,6,846006.0,4767.622161,65,False
06113,Yolo,6,220500.0,2628.145869,305,False
06115,Yuba,6,78668.0,1636.887865,718,False
08001,Adams,8,517421.0,3021.840487,133,False
08003,Alamosa,8,16233.0,1871.643028,2084,False
08005,Arapahoe,8,656590.0,2066.438714,99,False
08007,Archuleta,8,14029.0,3496.712164,2224,False
08009,Baca,8,3581.0,6617.400567,3005,False
08011,Bent,8,5577.0,3918.255148,2858,False
08013,Boulder,8,326196.0,1881.325109,210,False
08014,Broomfield,8,70465.0,85.386685,773,False
08015,Chaffee,8,20356.0,2624.715692,1859,False
08017,Cheyenne,8,1831.0,4605.71396,3136,False
08019,Clear Creek,8,9700.0,1023.234052,2519,False
08021,Conejos,8,8205.0,3334.423895,2641,False
08023,Costilla,8,3887.0,3179.4523,2980,False
08025,Crowley,8,6061.0,2039.427872,2816,False
08027,Custer,8,5068.0,1913.031975,2897,False
08029,Delta,8,31162.0,2958.090989,1431,False
08031,Denver,8,727211.0,396.461547,86,False
08033,Dolores,8,2055.0,2763.958508,3116,False
08035,Douglas,8,351154.0,2176.020279,200,False
08037,Eagle,8,55127.0,4362.754228,936,False
08041,El Paso,8,720403.0,5507.386924,88,False
08039,Elbert,8,26729.0,4793.643992,1578,False
08043,Fremont,8,47839.0,3972.61367,1033,False
08045,Garfield,8,60061.0,7633.807267,877,False
08047,Gilpin,8,6243.0,388.556746,2799,False
08049,Grand,8,15734.0,4782.276779,2116,False
08051,Gunnison,8,17462.0,8389.334152,2011,False
08053,Hinsdale,8,820.0,2893.614472,3188,False
08055,Huerfano,8,6897.0,4120.75629,2749,False
08057,Jackson,8,1392.0,4179.530231,3158,False
08059,Jefferson,8,582881.0,1979.735379,112,False
08061,Kiowa,8,1406.0,4578.603586,3156,False
08063,Kit Carson,8,7097.0,5596.501951,2728,False
08067,La Plata,8,56221.0,4376.255277,918,False
08065,Lake,8,8127.0,976.215864,2650,False
08069,Larimer,8,356899.0,6723.017943,196,False
08071,Las Animas,8,14506.0,12361.852647,2192,False
08073,Lincoln,8,5701.0,6676.289547,2847,False
08075,Logan,8,22409.0,4761.947975,1756,False
08077,Mesa,8,154210.0,8621.348071,429,False
08079,Mineral,8,769.0,2268.209076,3192,False
08081,Moffat,8,13283.0,12284.943821,2273,False
08083,Montezuma,8,26183.0,5255.990018,1601,False
08085,Montrose,8,42758.0,5804.023555,1135,False
08087,Morgan,8,29068.0,3316.441488,1493,False
08089,Otero,8,18278.0,3268.424301,1971,False
08091,Ouray,8,4952.0,1400.332623,2903,False
08093,Park,8,18845.0,5681.165604,1941,False
08095,Phillips,8,4265.0,1781.724976,2954,False
08097,Pitkin,8,17767.0,2514.104904,1993,False
08099,Prowers,8,12172.0,4243.45724,2347,False
08101,Pueblo,8,168424.0,6181.242835,390,False
08103,Rio Blanco,8,6324.0,8342.275014,2793,False
08105,Rio Grande,8,11267.0,2361.956082,2402,False
08107,Routt,8,25638.0,6117.602801,1620,False
08109,Saguache,8,6824.0,8206.547699,2757,False
08111,San Juan,8,728.0,1003.660672,3198,False
08113,San Miguel,8,8179.0,3332.602595,2645,False
08115,Sedgwick,8,2248.0,1419.419015,3096,False
08117,Summit,8,31011.0,1575.563227,1435,False
08119,Teller,8,25388.0,1442.988178,1631,False
08121,Washington,8,4908.0,6521.806795,2910,False
08123,Weld,8,324492.0,10320.973907,213,False
08125,Yuma,8,10019.0,6123.764029,2493,False
09001,Fairfield,9,943332.0,1618.664029,50,False
09003,Hartford,9,891720.0,1903.469905,59,False
09005,Litchfield,9,180333.0,2384.123146,363,False
09007,Middlesex,9,162436.0,956.493753,406,False
09009,New Haven,9,854757.0,1565.143224,64,False
09011,New London,9,265206.0,1722.511318,253,False
09013,Tolland,9,150721.0,1062.807467,439,False
09015,Windham,9,116782.0,1328.477631,535,False
10001,Kent,10,180786.0,1517.891096,360,False
10003,New Castle,10,558753.0,1104.206944,117,False
10005,Sussex,10,234225.0,2424.633519,286,False
11001,District of Columbia,11,705749.0,158.316124,90,False
12001,Alachua,12,269043.0,2267.905452,252,False
12003,Baker,12,29210.0,1515.738971,1487,False
12005,Bay,12,174705.0,1964.874033,375,False
12007,Bradford,12,28201.0,761.368537,1528,False
12009,Brevard,12,601942.0,2628.76472,108,False
12011,Broward,12,1952778.0,3115.343227,15,False
12013,Calhoun,12,14105.0,1469.394597,2219,False
12015,Charlotte,12,188910.0,1764.089884,349,False
12017,Citrus,12,149657.0,1507.163436,442,False
12019,Clay,12,219252.0,1565.900895,306,False
12021,Collier,12,384902.0,5171.81834,178,False
12023,Columbia,12,71686.0,2065.197126,762,False
12027,DeSoto,12,38001.0,1649.031791,1246,False
12029,Dixie,12,16826.0,1826.029565,2049,False
12031,Duval,12,957755.0,1975.265289,48,False
12033,Escambia,12,318316.0,1701.606697,219,False
12035,Flagler,12,115081.0,1259.25527,538,False
12037,Franklin,12,12125.0,1411.498965,2353,False
12039,Gadsden,12,45660.0,1337.405282,1072,False
12041,Gilchrist,12,18582.0,905.705571,1952,False
12043,Glades,12,13811.0,2089.659345,2238,False
12045,Gulf,12,13639.0,1433.44866,2256,False
12047,Hamilton,12,14428.0,1332.018549,2196,False
12049,Hardee,12,26937.0,1651.297014,1568,False
12051,Hendry,12,42022.0,2993.896406,1153,False
12053,Hernando,12,193920.0,1224.975804,341,False
12055,Highlands,12,106221.0,2635.726554,572,False
12057,Hillsborough,12,1471968.0,2647.881643,24,False
12059,Holmes,12,19617.0,1240.23291,1904,False
12061,Indian River,12,159923.0,1302.272811,412,False
12063,Jackson,12,46414.0,2378.091733,1056,False
12065,Jefferson,12,14246.0,1549.018611,2208,False
12067,Lafayette,12,8422.0,1407.256302,2619,False
12069,Lake,12,367118.0,2464.981507,191,False
12071,Lee,12,770577.0,2022.803065,79,False
12073,Leon,12,293582.0,1731.225654,231,False
12075,Levy,12,41503.0,2896.188989,1159,False
12077,Liberty,12,8354.0,2164.099094,2625,False
12079,Madison,12,18493.0,1804.001483,1959,False
12081,Manatee,12,403253.0,1923.744056,172,False
12083,Marion,12,365579.0,4113.994502,192,False
12085,Martin,12,161000.0,1408.493392,410,False
12086,Miami-Dade,12,2716940.0,4920.741927,7,False
12087,Monroe,12,74228.0,2546.067521,746,False
12089,Nassau,12,88625.0,1680.075562,658,False
12091,Okaloosa,12,210738.0,2408.338835,314,False
12093,Okeechobee,12,42168.0,1992.126184,1150,False
12095,Orange,12,1393452.0,2338.519047,25,False
12097,Osceola,12,375751.0,3438.318817,183,False
12099,Palm Beach,12,1496770.0,5087.510102,22,False
12101,Pasco,12,553947.0,1933.701245,119,False
12103,Pinellas,12,974996.0,709.086406,44,False
12105,Polk,12,724777.0,4656.518803,87,False
12107,Putnam,12,74521.0,1886.452945,741,False
12113,Santa Rosa,12,184313.0,2622.106398,355,False
12115,Sarasota,12,433742.0,1440.049632,158,False
12117,Seminole,12,471826.0,801.288992,143,False
12109,St. Johns,12,264672.0,1555.651402,255,False
12111,St. Lucie,12,328297.0,1480.593673,209,False
12119,Sumter,12,132420.0,1442.978468,483,False
12121,Suwannee,12,44417.0,1783.430092,1103,False
12123,Taylor,12,21569.0,2702.230209,1797,False
12125,Union,12,15237.0,630.804541,2143,False
12127,Volusia,12,553284.0,2852.382099,120,False
12129,Wakulla,12,33739.0,1570.615734,1364,False
12131,Walton,12,74071.0,2689.161751,748,False
12133,Washington,12,25473.0,1514.305979,1627,False
13001,Appling,13,18386.0,1316.372081,1963,False
13003,Atkinson,13,8165.0,887.636774,2649,False
13005,Bacon,13,11164.0,735.770219,2408,False
13007,Baker,13,3038.0,885.665381,3032,False
13009,Baldwin,13,44890.0,670.025212,1090,False
13011,Banks,13,19234.0,602.473937,1924,False
13013,Barrow,13,83240.0,417.082921,687,False
13015,Bartow,13,107738.0,1188.568881,566,False
13017,Ben Hill,13,16700.0,647.802123,2056,False
13019,Berrien,13,19397.0,1174.239566,1915,False
13021,Bibb,13,153159.0,645.898113,432,False
13023,Bleckley,13,12873.0,559.122125,2301,False
13025,Brantley,13,19109.0,1147.972258,1932,False
13027,Brooks,13,15457.0,1277.341275,2134,False
13029,Bryan,13,39627.0,1133.284235,1207,False
13031,Bulloch,13,79608.0,1750.735217,709,False
13033,Burke,13,22383.0,2142.023426,1759,False
13035,Butts,13,24936.0,475.754793,1651,False
13037,Calhoun,13,6189.0,726.191502,2807,False
13039,Camden,13,54666.0,1632.622505,941,False
13043,Candler,13,10803.0,629.520841,2432,False
13045,Carroll,13,119992.0,1292.752874,522,False
13047,Catoosa,13,67580.0,419.998923,796,False
13049,Charlton,13,13392.0,2020.415648,2265,False
13051,Chatham,13,289430.0,1121.786258,238,False
13053,Chattahoochee,13,10907.0,644.22583,2426,False
13055,Chattooga,13,24789.0,811.512398,1659,False
13057,Cherokee,13,258773.0,1090.597336,266,False
13059,Clarke,13,128331.0,308.784927,499,False
13061,Clay,13,2834.0,506.093894,3051,False
13063,Clayton,13,292256.0,366.879097,234,False
13065,Clinch,13,6618.0,2110.829175,2775,False
13067,Cobb,13,760141.0,880.018853,83,False
13069,Coffee,13,43273.0,1533.994969,1125,False
13071,Colquitt,13,45600.0,1416.812867,1076,False
13073,Columbia,13,156714.0,751.598753,424,False
13075,Cook,13,17270.0,591.684405,2021,False
13077,Coweta,13,148509.0,1142.367433,445,False
13079,Crawford,13,12404.0,841.524044,2326,False
13081,Crisp,13,22372.0,706.23795,1760,False
13083,Dade,13,16116.0,450.58468,2097,False
13085,Dawson,13,26108.0,546.042258,1605,False
13089,DeKalb,13,759297.0,693.443927,84,False
13087,Decatur,13,26404.0,1546.84284,1590,False
13091,Dodge,13,20605.0,1284.538002,1847,False
13093,Dooly,13,13390.0,1016.908646,2266,False
13095,Dougherty,13,87956.0,851.183381,661,False
13097,Douglas,13,146343.0,518.302399,451,False
13099,Early,13,10190.0,1327.626625,2481,False
13101,Echols,13,4006.0,1088.849471,2970,False
13103,Effingham,13,64296.0,1240.161594,837,False
13105,Elbert,13,19194.0,909.352139,1927,False
13107,Emanuel,13,22646.0,1762.679431,1747,False
13109,Evans,13,10654.0,473.694905,2448,False
13111,Fannin,13,26188.0,1002.597521,1600,False
13113,Fayette,13,114421.0,503.905023,540,False
13115,Floyd,13,98498.0,1320.404594,607,False
13117,Forsyth,13,244252.0,581.757645,275,False
13119,Franklin,13,23349.0,676.893233,1718,False
13121,Fulton,13,1063937.0,1364.275258,38,False
13123,Gilmer,13,31369.0,1103.886633,1423,False
13125,Glascock,13,2971.0,372.299245,3039,False
13127,Glynn,13,85292.0,1086.851231,676,False
13129,Gordon,13,57963.0,923.1826,899,False
13131,Grady,13,24633.0,1177.051415,1668,False
13133,Greene,13,18324.0,1003.664492,1967,False
13135,Gwinnett,13,936250.0,1115.664831,52,False
13137,Habersham,13,45328.0,717.083984,1082,False
13139,Hall,13,204441.0,1017.835152,327,False
13141,Hancock,13,8457.0,1220.057418,2614,False
13143,Haralson,13,29792.0,730.804592,1475,False
13145,Harris,13,35236.0,1201.258333,1327,False
13147,Hart,13,26205.0,601.970613,1598,False
13149,Heard,13,11923.0,766.567357,2371,False
13151,Henry,13,234561.0,825.449019,284,False
13153,Houston,13,157863.0,973.954137,421,False
13155,Irwin,13,9416.0,917.795237,2540,False
13157,Jackson,13,72977.0,879.711035,753,False
13159,Jasper,13,14219.0,954.167636,2211,False
13161,Jeff Davis,13,15115.0,857.075892,2152,False
13163,Jefferson,13,15362.0,1363.771357,2139,False
13165,Jenkins,13,8676.0,899.705947,2596,False
13167,Johnson,13,9643.0,784.81523,2522,False
13169,Jones,13,28735.0,1020.304152,1506,False
13171,Lamar,13,19077.0,475.264404,1933,False
13173,Lanier,13,10423.0,509.030778,2464,False
13175,Laurens,13,47546.0,2090.990041,1037,False
13177,Lee,13,29992.0,921.731096,1469,False
13179,Liberty,13,61435.0,1337.654103,863,False
13181,Lincoln,13,7921.0,544.884775,2672,False
13183,Long,13,19559.0,1037.006566,1907,False
13185,Lowndes,13,117406.0,1287.842038,533,False
13187,Lumpkin,13,33610.0,732.820607,1370,False
13193,Macon,13,12947.0,1037.709945,2296,False
13195,Madison,13,29880.0,731.214552,1473,False
13197,Marion,13,8359.0,947.213841,2624,False
13189,McDuffie,13,21312.0,666.590014,1816,False
13191,McIntosh,13,14378.0,1117.201522,2200,False
13199,Meriwether,13,21167.0,1297.342106,1821,False
13201,Miller,13,5718.0,731.471756,2842,False
13205,Mitchell,13,21863.0,1326.483085,1781,False
13207,Monroe,13,27578.0,1025.872448,1547,False
13209,Montgomery,13,9172.0,624.563058,2557,False
13211,Morgan,13,19276.0,899.791096,1920,False
13213,Murray,13,40096.0,892.235146,1197,False
13215,Muscogee,13,195769.0,560.731675,338,False
13217,Newton,13,111744.0,709.148422,546,False
13219,Oconee,13,40280.0,477.443088,1191,False
13221,Oglethorpe,13,15259.0,1137.165335,2142,False
13223,Paulding,13,168667.0,808.983871,388,False
13225,Peach,13,27546.0,389.234765,1548,False
13227,Pickens,13,32591.0,601.031041,1395,False
13229,Pierce,13,19465.0,881.777233,1909,False
13231,Pike,13,18962.0,559.6605,1936,False
13233,Polk,13,42613.0,803.767094,1140,False
13235,Pulaski,13,11137.0,645.583957,2411,False
13237,Putnam,13,22119.0,892.721731,1768,False
13239,Quitman,13,2299.0,391.703076,3090,False
13241,Rabun,13,17137.0,958.643875,2032,False
13243,Randolph,13,6778.0,1109.126227,2761,False
13245,Richmond,13,202518.0,840.036613,331,False
13247,Rockdale,13,90896.0,336.226897,648,False
13249,Schley,13,5257.0,432.291202,2883,False
13251,Screven,13,13966.0,1672.668617,2228,False
13253,Seminole,13,8090.0,615.23353,2656,False
13255,Spalding,13,66703.0,507.561198,810,False
13257,Stephens,13,25925.0,463.254407,1608,False
13259,Stewart,13,6621.0,1188.153054,2772,False
13261,Sumter,13,29524.0,1250.646286,1484,False
13263,Talbot,13,6195.0,1013.662778,2806,False
13265,Taliaferro,13,1537.0,504.029143,3149,False
13267,Tattnall,13,25286.0,1245.369512,1637,False
13269,Taylor,13,8020.0,975.61309,2663,False
13271,Telfair,13,15860.0,1132.621093,2109,False
13273,Terrell,13,8531.0,869.695791,2608,False
13275,Thomas,13,44451.0,1410.592607,1101,False
13277,Tift,13,40644.0,675.702302,1175,False
13279,Toombs,13,26830.0,942.788867,1573,False
13281,Towns,13,12037.0,431.17809,2362,False
13283,Treutlen,13,6901.0,516.524095,2747,False
13285,Troup,13,69922.0,1072.278217,778,False
13287,Turner,13,7985.0,739.227758,2667,False
13289,Twiggs,13,8120.0,930.478093,2651,False
13291,Union,13,24511.0,834.197317,1676,False
13293,Upson,13,26320.0,837.774876,1591,False
13295,Walker,13,69761.0,1156.145203,781,False
13297,Walton,13,94593.0,846.461358,627,False
13299,Ware,13,35734.0,2329.020623,1310,False
13301,Warren,13,5254.0,736.483608,2884,False
13303,Washington,13,20374.0,1757.373959,1858,False
13305,Wayne,13,29927.0,1662.28707,1470,False
13307,Webster,13,2607.0,543.010089,3069,False
13309,Wheeler,13,7855.0,765.314383,2680,False
