category,name,estimate,true,squared_error
scalar,beta,-0.029679105279412168,,
scalar,xi,0.0,,
scalar,eta,0.20597999293669333,,
metric,final_loss,0.4125185883326624,,
metric,penalized_objective,0.45055184047210234,,
metric,mple_loss_without_penalty,0.4125185883326624,,
metric,lambda_uv_ridge,0.1,,
metric,u_frobenius_norm,299.6066872081604,,
metric,v_frobenius_norm,2.8284271247461903,,
metric,effective_rank,8.0,,
latent_diagnostic,estimated_field_max_abs_entry,2.187290599201777,,
latent_diagnostic,estimated_field_rank,8.0,8.0,
