category,name,estimate,true,squared_error
scalar,beta,-0.31011034760728523,-0.3,0.00010221912874013841
scalar,xi,0.0,0.8,0.6400000000000001
scalar,eta,0.340705251404464,0.3,0.0016569174919006198
metric,final_loss,0.4710083276724884,,
metric,field_rmse,0.4723928259803805,,
metric,interaction_fro_error,2.8341935468885127,,
metric,penalized_objective,0.48247558389669787,,
metric,mple_loss_without_penalty,0.4710083276724884,,
metric,lambda_uv_ridge,0.01,,
metric,u_frobenius_norm,140.65064482344533,,
metric,v_frobenius_norm,1.7320508075688772,,
metric,effective_rank,3.0,,
latent_diagnostic,estimated_field_max_abs_entry,6.430080569789935,,
latent_diagnostic,estimated_field_rank,3.0,3.0,
latent_diagnostic,true_field_max_abs_entry,4.4476018330732865,,
latent_diagnostic,true_field_rank,3.0,,
