unit_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,-0.52,0.06745368781616022,-0.65,-0.53,-0.42,16
1,0.495,0.0917877987534291,0.3175,0.5,0.65,16
2,-0.59,0.0845576726264388,-0.6975,-0.61,-0.4,16
3,0.34875,0.07904705876881188,0.1875,0.36,0.45749999999999996,16
4,-0.47000000000000003,0.06999999999999999,-0.565,-0.49,-0.335,16
5,0.35875,0.08499080832654787,0.22,0.36,0.4925,16
6,-0.5125,0.080583807306431,-0.6125,-0.52,-0.36,16
7,0.4125,0.09820259670701177,0.23,0.42,0.585,16
8,-0.4525,0.09051933495115837,-0.6174999999999999,-0.45,-0.3075,16
9,0.46125000000000005,0.09499177595981664,0.3,0.45999999999999996,0.5925,16
10,-0.42625,0.07736884062721891,-0.585,-0.42,-0.32,16
11,0.4475,0.07806247497997998,0.3275,0.46,0.59,16
12,-0.545,0.10571187255932987,-0.6925,-0.55,-0.38,16
13,0.36625,0.08506431390424542,0.2225,0.36,0.525,16
14,-0.54125,0.08702549913674727,-0.6525000000000001,-0.56,-0.3875,16
15,0.52875,0.0591475908216049,0.3975,0.53,0.6125,16
16,-0.35125,0.07105235745561156,-0.47,-0.35,-0.21,16
17,0.41500000000000004,0.09578622030334008,0.24250000000000002,0.45999999999999996,0.52,16
18,-0.49624999999999997,0.055775778793307765,-0.605,-0.48,-0.4025,16
19,0.43625,0.08978272383927767,0.30250000000000005,0.41000000000000003,0.6425000000000001,16
20,-0.41000000000000003,0.07681145747868609,-0.5325,-0.43,-0.275,16
21,0.465,0.08170067319184096,0.35500000000000004,0.46,0.6225,16
22,-0.3125,0.07031180555212617,-0.425,-0.33,-0.1875,16
23,0.48375000000000007,0.08550402037331344,0.32,0.52,0.605,16
24,-0.44375,0.07043392293490403,-0.5825,-0.43,-0.3275,16
25,0.51125,0.08395497305103493,0.36250000000000004,0.51,0.665,16
26,-0.34875,0.10049098218248241,-0.54,-0.35,-0.21,16
27,0.38625,0.06152997237119483,0.28250000000000003,0.39,0.48,16
28,-0.43000000000000005,0.0744983221287567,-0.5325,-0.43,-0.315,16
29,0.4575,0.07411983540186798,0.3425,0.47,0.56,16
30,-0.37,0.10583005244258363,-0.53,-0.38,-0.20249999999999999,16
31,0.2625,0.09871043511199816,0.135,0.24,0.45749999999999996,16
32,-0.5249999999999999,0.08139410298049853,-0.645,-0.52,-0.3875,16
33,0.50125,0.06688376110835874,0.395,0.51,0.5925,16
34,-0.4075,0.07611668673819164,-0.565,-0.4,-0.3075,16
35,0.46125000000000005,0.08586872247797799,0.3275,0.47,0.5975,16
36,-0.5075000000000001,0.08120190884455858,-0.6575,-0.5,-0.38,16
37,0.36875,0.07313301238155037,0.2475,0.37,0.46,16
38,-0.39625,0.07043392293490404,-0.5175000000000001,-0.38,-0.2775,16
39,0.41500000000000004,0.06264982043070834,0.275,0.44,0.485,16
40,-0.45499999999999996,0.06614378277661476,-0.5575,-0.46,-0.335,16
41,0.44125000000000003,0.06498797965777978,0.3275,0.45,0.5625,16
42,-0.50875,0.07415144974981945,-0.605,-0.52,-0.37,16
43,0.47375,0.09075206609218328,0.3,0.47,0.6325000000000001,16
44,-0.4375,0.09404121436902015,-0.5775,-0.44,-0.245,16
45,0.28750000000000003,0.09216154295583381,0.14,0.29000000000000004,0.445,16
