category,name,estimate,true,squared_error
scalar,beta,-0.03814955956219351,,
scalar,xi,0.0,,
scalar,eta,0.2242633718339678,,
metric,final_loss,0.43586181655017736,,
metric,penalized_objective,0.4700237634459776,,
metric,mple_loss_without_penalty,0.43586181655017736,,
metric,lambda_uv_ridge,0.1,,
metric,u_frobenius_norm,279.0493225701372,,
metric,v_frobenius_norm,2.236067977499791,,
metric,effective_rank,5.0,,
latent_diagnostic,estimated_field_max_abs_entry,2.051678343831769,,
latent_diagnostic,estimated_field_rank,5.0,5.0,
