category,name,estimate,true,squared_error
scalar,beta,-0.17101579997997626,-0.3,0.016636923854805488
scalar,xi,0.8759819700469128,0.8,0.005773259772209948
scalar,eta,0.2920206920350553,0.3,6.366935559942946e-05
metric,final_loss,0.5534817570671616,,
metric,field_rmse,0.3227612109267222,,
metric,interaction_fro_error,0.7185362718156812,,
metric,penalized_objective,0.5688719404411564,,
metric,mple_loss_without_penalty,0.5534817570671616,,
metric,lambda_uv_ridge,0.1,,
metric,u_frobenius_norm,220.9132364597432,,
metric,v_frobenius_norm,2.2360679774997894,,
metric,effective_rank,5.0,,
latent_diagnostic,estimated_field_max_abs_entry,1.9811715989280267,,
latent_diagnostic,estimated_field_rank,5.0,5.0,
latent_diagnostic,true_field_max_abs_entry,2.906201153196921,,
latent_diagnostic,true_field_rank,5.0,,
