category,name,estimate,true,squared_error
scalar,beta,-0.06598315019529251,-0.3,0.054763885992519024
scalar,xi,0.9136489887504863,0.8,0.012916092644008146
scalar,eta,0.27328598394613185,0.3,0.0007136386537263246
metric,final_loss,0.6256641711900808,,
metric,field_rmse,0.5,,
metric,interaction_fro_error,1.2574289635028608,,
latent_diagnostic,estimated_field_max_abs_entry,0.0,,
latent_diagnostic,estimated_field_rank,0.0,0.0,
latent_diagnostic,true_field_max_abs_entry,3.2603939835243385,,
latent_diagnostic,true_field_rank,3.0,,
